,Molecule ID,Solvent-Combo,Method Name,Method Category,File Name,Predicted logD,Experimental logD,Absolute Error
217,SAMPL8-10,Ethyl acetate-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,6.98,0.1,6.880000000000001
218,SAMPL8-9,Ethyl acetate-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,5.86,-0.8,6.66
219,SAMPL8-6,Ethyl acetate-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,3.47,-0.1,3.5700000000000003
220,SAMPL8-5,Ethyl acetate-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,5.73,0.1,5.630000000000001
221,SAMPL8-3,Ethyl acetate-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,-33.04,-0.8,32.24
222,SAMPL8-1,Ethyl acetate-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,6.97,0.3,6.67
223,SAMPL8-5,Cyclohexane-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,2.9,-1.1,4.0
224,SAMPL8-16,Octanol-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,3.02,-0.4,3.42
225,SAMPL8-14,Octanol-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,-18.45,-1.0,17.45
226,SAMPL8-12,Octanol-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,1.03,-0.7,1.73
227,SAMPL8-10,Octanol-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,2.6,-0.6,3.2
228,SAMPL8-9,Octanol-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,2.53,-0.1,2.63
229,SAMPL8-7,Octanol-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,-1.17,-1.3,0.13000000000000012
230,SAMPL8-6,Octanol-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,1.4,-0.4,1.7999999999999998
231,SAMPL8-5,Octanol-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,3.4,-0.5,3.9
232,SAMPL8-1,Octanol-water,RFE-uESE-extra-3,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_3,3.5,0.8,2.7
233,SAMPL8-16,Cyclohexane-DMF,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-6.03,-1.3,4.73
234,SAMPL8-6,Cyclohexane-DMF,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-8.22,0.0,8.22
235,SAMPL8-1,Cyclohexane-DMF,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-6.6,-0.7,5.8999999999999995
236,SAMPL8-16,TBME-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-1.52,-1.2,0.32000000000000006
237,SAMPL8-10,TBME-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-4.09,-0.9,3.19
238,SAMPL8-6,TBME-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-1.77,-0.2,1.57
239,SAMPL8-5,TBME-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.7,0.0,0.7
240,SAMPL8-1,TBME-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.48,0.1,0.58
241,SAMPL8-17,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.59,-0.8,0.21000000000000008
242,SAMPL8-16,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.1,-0.3,0.19999999999999998
243,SAMPL8-14,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-7.02,0.1,7.119999999999999
244,SAMPL8-12,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-5.01,-0.4,4.609999999999999
245,SAMPL8-10,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-2.66,0.0,2.66
246,SAMPL8-9,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-1.39,0.4,1.79
247,SAMPL8-7,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.86,-0.4,0.45999999999999996
248,SAMPL8-6,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,0.01,-0.5,0.51
249,SAMPL8-5,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,0.7,-0.4,1.1
250,SAMPL8-3,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-6.18,-0.6,5.58
251,SAMPL8-1,MEK-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,0.46,-0.2,0.66
252,SAMPL8-16,Heptane-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-1.27,-1.0,0.27
253,SAMPL8-10,Heptane-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-4.07,-1.0,3.0700000000000003
254,SAMPL8-5,Heptane-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.7,-1.2,0.5
255,SAMPL8-1,Heptane-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,1.26,0.0,1.26
256,SAMPL8-17,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,3.92,-1.4,5.32
257,SAMPL8-16,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,4.62,-0.5,5.12
258,SAMPL8-14,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-1.73,-0.8,0.9299999999999999
259,SAMPL8-12,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.11,-1.4,1.2899999999999998
260,SAMPL8-10,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,0.44,0.1,0.33999999999999997
261,SAMPL8-9,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,3.09,-0.8,3.8899999999999997
262,SAMPL8-6,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,1.22,-0.1,1.32
263,SAMPL8-5,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,1.73,0.1,1.63
264,SAMPL8-3,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.97,-0.8,0.16999999999999993
265,SAMPL8-1,Ethyl acetate-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,2.66,0.3,2.3600000000000003
266,SAMPL8-5,Cyclohexane-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.41,-1.1,0.6900000000000002
267,SAMPL8-16,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.41,-0.4,0.009999999999999953
268,SAMPL8-14,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-2.63,-1.0,1.63
269,SAMPL8-12,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-1.85,-0.7,1.1500000000000001
270,SAMPL8-10,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,0.06,-0.6,0.6599999999999999
271,SAMPL8-9,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.39,-0.1,0.29000000000000004
272,SAMPL8-7,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-1.68,-1.3,0.3799999999999999
273,SAMPL8-6,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.56,-0.4,0.16000000000000003
274,SAMPL8-5,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,-0.57,-0.5,0.06999999999999995
275,SAMPL8-1,Octanol-water,Molecular Dynamics Fingerprints (MDFPs),Mixed,logD_SAMPL8_ShuzheWang_ranked,0.35,0.8,0.45000000000000007
276,SAMPL8-16,Cyclohexane-DMF,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,-2.34,-1.3,1.0399999999999998
277,SAMPL8-6,Cyclohexane-DMF,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,-3.93,0.0,3.93
278,SAMPL8-1,Cyclohexane-DMF,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,-1.21,-0.7,0.51
279,SAMPL8-16,TBME-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,4.68,-1.2,5.88
280,SAMPL8-10,TBME-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,5.7,-0.9,6.6000000000000005
281,SAMPL8-6,TBME-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,2.56,-0.2,2.7600000000000002
282,SAMPL8-5,TBME-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,4.94,0.0,4.94
283,SAMPL8-1,TBME-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,5.85,0.1,5.75
284,SAMPL8-17,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,6.44,-0.8,7.24
285,SAMPL8-16,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,4.31,-0.3,4.609999999999999
286,SAMPL8-14,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,-15.1,0.1,15.2
287,SAMPL8-12,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,3.61,-0.4,4.01
288,SAMPL8-10,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,7.92,0.0,7.92
289,SAMPL8-9,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,5.88,0.4,5.4799999999999995
290,SAMPL8-7,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,1.88,-0.4,2.28
291,SAMPL8-6,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,4.39,-0.5,4.89
292,SAMPL8-5,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,7.77,-0.4,8.17
293,SAMPL8-3,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,-30.55,-0.6,29.95
294,SAMPL8-1,MEK-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,5.98,-0.2,6.180000000000001
295,SAMPL8-16,Heptane-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,1.58,-1.0,2.58
296,SAMPL8-10,Heptane-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,2.27,-1.0,3.27
297,SAMPL8-5,Heptane-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,2.97,-1.2,4.17
298,SAMPL8-1,Heptane-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,4.4,0.0,4.4
299,SAMPL8-17,Ethyl acetate-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,6.29,-1.4,7.6899999999999995
300,SAMPL8-16,Ethyl acetate-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,5.71,-0.5,6.21
301,SAMPL8-14,Ethyl acetate-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,-14.83,-0.8,14.03
302,SAMPL8-12,Ethyl acetate-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,4.01,-1.4,5.41
303,SAMPL8-10,Ethyl acetate-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,6.98,0.1,6.880000000000001
304,SAMPL8-9,Ethyl acetate-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,5.86,-0.8,6.66
305,SAMPL8-6,Ethyl acetate-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,3.47,-0.1,3.5700000000000003
306,SAMPL8-5,Ethyl acetate-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,5.73,0.1,5.630000000000001
307,SAMPL8-3,Ethyl acetate-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,-33.04,-0.8,32.24
308,SAMPL8-1,Ethyl acetate-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,6.97,0.3,6.67
309,SAMPL8-5,Cyclohexane-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,2.9,-1.1,4.0
310,SAMPL8-16,Octanol-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,3.02,-0.4,3.42
311,SAMPL8-14,Octanol-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,-18.45,-1.0,17.45
312,SAMPL8-12,Octanol-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,1.03,-0.7,1.73
313,SAMPL8-10,Octanol-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,2.6,-0.6,3.2
314,SAMPL8-9,Octanol-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,2.53,-0.1,2.63
315,SAMPL8-7,Octanol-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,-1.17,-1.3,0.13000000000000012
316,SAMPL8-6,Octanol-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,1.4,-0.4,1.7999999999999998
317,SAMPL8-5,Octanol-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,3.4,-0.5,3.9
318,SAMPL8-1,Octanol-water,RFE-uESE-extra-2,Physical (QM),logD_SabatinoRodriguezPaluch_uESE_extra_2,3.5,0.8,2.7
319,SAMPL8-17,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,1.76,-0.8,2.56
320,SAMPL8-16,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-0.9,-0.3,0.6000000000000001
321,SAMPL8-14,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-3.06,0.1,3.16
322,SAMPL8-12,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,1.34,-0.4,1.7400000000000002
323,SAMPL8-10,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,0.4,0.0,0.4
324,SAMPL8-9,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,1.26,0.4,0.86
325,SAMPL8-7,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,0.3,-0.4,0.7
326,SAMPL8-6,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-1.15,-0.5,0.6499999999999999
327,SAMPL8-5,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,0.99,-0.4,1.3900000000000001
328,SAMPL8-3,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-3.5,-0.6,2.9
329,SAMPL8-1,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,0.51,-0.2,0.71
330,SAMPL8-17,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,3.41,-1.4,4.8100000000000005
331,SAMPL8-16,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-0.63,-0.5,0.13
332,SAMPL8-14,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-4.28,-0.8,3.4800000000000004
333,SAMPL8-12,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-0.02,-1.4,1.38
334,SAMPL8-10,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,5.31,0.1,5.21
335,SAMPL8-9,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,2.81,-0.8,3.6100000000000003
336,SAMPL8-6,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,3.2,-0.1,3.3000000000000003
337,SAMPL8-5,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,5.87,0.1,5.7700000000000005
338,SAMPL8-3,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,2.95,-0.8,3.75
339,SAMPL8-1,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,4.27,0.3,3.9699999999999998
340,SAMPL8-16,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-0.02,-0.4,0.38
341,SAMPL8-14,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-1.49,-1.0,0.49
342,SAMPL8-12,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-1.1,-0.7,0.40000000000000013
343,SAMPL8-10,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,0.48,-0.6,1.08
344,SAMPL8-9,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-0.56,-0.1,0.4600000000000001
345,SAMPL8-7,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-1.49,-1.3,0.18999999999999995
346,SAMPL8-6,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-0.55,-0.4,0.15000000000000002
347,SAMPL8-5,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,0.23,-0.5,0.73
348,SAMPL8-1,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-2,-0.99,0.8,1.79
349,SAMPL8-17,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,1.76,-0.8,2.56
350,SAMPL8-16,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,-0.9,-0.3,0.6000000000000001
351,SAMPL8-14,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,-3.05,0.1,3.15
352,SAMPL8-12,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,1.34,-0.4,1.7400000000000002
353,SAMPL8-10,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,0.67,0.0,0.67
354,SAMPL8-9,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,1.26,0.4,0.86
355,SAMPL8-7,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,0.3,-0.4,0.7
356,SAMPL8-6,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,-0.52,-0.5,0.020000000000000018
357,SAMPL8-5,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,2.0,-0.4,2.4
358,SAMPL8-3,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,-1.04,-0.6,0.44000000000000006
359,SAMPL8-1,MEK-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,2.19,-0.2,2.39
360,SAMPL8-17,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,3.41,-1.4,4.8100000000000005
361,SAMPL8-16,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,-0.63,-0.5,0.13
362,SAMPL8-14,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,-4.28,-0.8,3.4800000000000004
363,SAMPL8-12,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,-0.02,-1.4,1.38
364,SAMPL8-10,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,5.31,0.1,5.21
365,SAMPL8-9,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,2.81,-0.8,3.6100000000000003
366,SAMPL8-6,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,3.2,-0.1,3.3000000000000003
367,SAMPL8-5,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,5.87,0.1,5.7700000000000005
368,SAMPL8-3,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,2.95,-0.8,3.75
369,SAMPL8-1,Ethyl acetate-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,4.27,0.3,3.9699999999999998
370,SAMPL8-16,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,-0.02,-0.4,0.38
371,SAMPL8-14,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,-0.88,-1.0,0.12
372,SAMPL8-12,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,0.5,-0.7,1.2
373,SAMPL8-10,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,0.49,-0.6,1.0899999999999999
374,SAMPL8-9,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,0.63,-0.1,0.73
375,SAMPL8-7,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,0.24,-1.3,1.54
376,SAMPL8-6,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,0.37,-0.4,0.77
377,SAMPL8-5,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,1.39,-0.5,1.89
378,SAMPL8-1,Octanol-water,IEFPCM-MST,Physical (QM),logD-IEFPCMMST-1,-0.02,0.8,0.8200000000000001
379,SAMPL8-16,Cyclohexane-DMF,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-3.1,-1.3,1.8
380,SAMPL8-6,Cyclohexane-DMF,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-4.76,0.0,4.76
381,SAMPL8-1,Cyclohexane-DMF,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-3.7,-0.7,3.0
382,SAMPL8-16,TBME-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-0.21,-1.2,0.99
383,SAMPL8-10,TBME-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-0.57,-0.9,0.33000000000000007
384,SAMPL8-6,TBME-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,0.8,-0.2,1.0
385,SAMPL8-5,TBME-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-0.05,0.0,0.05
386,SAMPL8-1,TBME-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,1.89,0.1,1.7899999999999998
387,SAMPL8-17,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-1.59,-0.8,0.79
388,SAMPL8-16,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,0.53,-0.3,0.8300000000000001
389,SAMPL8-14,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-1.5,0.1,1.6
390,SAMPL8-12,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-2.01,-0.4,1.6099999999999999
391,SAMPL8-10,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,0.8,0.0,0.8
392,SAMPL8-9,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-0.04,0.4,0.44
393,SAMPL8-7,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-2.1,-0.4,1.7000000000000002
394,SAMPL8-6,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,1.27,-0.5,1.77
395,SAMPL8-5,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,0.62,-0.4,1.02
396,SAMPL8-3,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-5.83,-0.6,5.23
397,SAMPL8-1,MEK-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,2.25,-0.2,2.45
398,SAMPL8-16,Heptane-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-2.15,-1.0,1.15
399,SAMPL8-10,Heptane-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-2.71,-1.0,1.71
400,SAMPL8-5,Heptane-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-2.46,-1.2,1.26
401,SAMPL8-1,Heptane-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-0.75,0.0,0.75
402,SAMPL8-17,Ethyl acetate-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,-1.61,-1.4,0.2100000000000002
403,SAMPL8-16,Ethyl acetate-water,GC-LSER,Empirical,logD_OllierTranPaluch_LSER_exp,0.24,-0.5,0.74
