,Submission,Method Name,Method Type,Molecule ID,Formal Charge,Predicted pKa,Experimental pKa,Absolute Error
244,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-16,0,14,5.1,8.9
245,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-17,-1,14,6.58,7.42
246,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-18,-1,14,2.72,11.28
247,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-19,1,14,4.93,9.07
248,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-19,1,14,6.99,7.01
249,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-1,-1,14,2.54,11.46
250,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-1,-1,14,5.01,8.99
251,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-20,0,14,2.44,11.56
252,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-21,-1,14,5.38,8.620000000000001
253,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-22,-1,14,3.36,10.64
254,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-23,0,14,2.65,11.35
255,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-23,0,0,9.02,9.02
256,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-2,-1,14,4.41,9.59
257,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-3,-1,14,4.0,10.0
258,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-4,-1,14,5.77,8.23
259,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-5,0,14,3.92,10.08
260,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-6,0,14,4.17,9.83
261,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-7,-1,14,6.63,7.37
262,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-8,0,14,2.78,11.22
263,pKa-RobertRaddi_DeepGP_modified,Deep Gaussian Process,QSPR/ML,SAMPL8-9,-1,14,6.08,7.92
264,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-10,0,0,7.71,7.71
265,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-12,-1,14,6.98,7.02
266,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-14,-1,0,7.27,7.27
267,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-15,0,14,2.54,11.46
268,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-16,0,14,5.1,8.9
269,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-17,-1,14,6.58,7.42
270,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-18,-1,14,2.72,11.28
271,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-19,1,14,4.93,9.07
272,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-19,1,14,6.99,7.01
273,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-1,-1,14,2.54,11.46
274,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-1,-1,14,5.01,8.99
275,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-20,0,14,2.44,11.56
276,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-21,-1,14,5.38,8.620000000000001
277,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-22,-1,14,3.36,10.64
278,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-23,0,14,2.65,11.35
279,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-23,0,0,9.02,9.02
280,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-2,-1,14,4.41,9.59
281,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-3,-1,14,4.0,10.0
282,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-4,-1,14,5.77,8.23
283,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-5,0,14,3.92,10.08
284,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-6,0,14,4.17,9.83
285,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-7,-1,14,6.63,7.37
286,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-8,0,14,2.78,11.22
287,pKa-RobertRaddi_RF_modified,Random Forest,QSPR/ML,SAMPL8-9,-1,14,6.08,7.92
